sample_id,study,condition,strain description,strain,culture type,evolved sample,base media,temperature (c),pH,carbon source (g/L),nitrogen source (g/L),electron acceptor,trace element mixture,supplement,antibiotic for selection,growth rate (1/hr),isolate type,additional details,biological replicates,doi,run_date,n_replicates
abx_media__rpmi_ctrl__1,AntibiotICA,rpmi_ctrl,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,,,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__rpmi_ctrl__2,AntibiotICA,rpmi_ctrl,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,,,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__camhb_ctrl__1,AntibiotICA,camhb_ctrl,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,,,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__camhb_ctrl__2,AntibiotICA,camhb_ctrl,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,,,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__m9_mero__1,AntibiotICA,m9_mero,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,meropenem(128ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__m9_mero__2,AntibiotICA,m9_mero,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,meropenem(128ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__rpmi_mero__1,AntibiotICA,rpmi_mero,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,meropenem(32ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__rpmi_mero__2,AntibiotICA,rpmi_mero,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,meropenem(32ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__camhb_mero__1,AntibiotICA,camhb_mero,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,meropenem(256ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__camhb_mero__2,AntibiotICA,camhb_mero,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,meropenem(256ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/3/2019,2
abx_media__m9_trisulf__1,AntibiotICA,m9_trisulf,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,trimethoprim-sulfamethoxazole(131mg/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__m9_trisulf__2,AntibiotICA,m9_trisulf,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,trimethoprim-sulfamethoxazole(131mg/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__rpmi_trisulf__1,AntibiotICA,rpmi_trisulf,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__rpmi_trisulf__2,AntibiotICA,rpmi_trisulf,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__camhb_trisulf__1,AntibiotICA,camhb_trisulf,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__camhb_trisulf__2,AntibiotICA,camhb_trisulf,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,trimethoprim-sulfamethoxazole(16mg/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__m9_cef__1,AntibiotICA,m9_cef,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ceftriaxone(4.1mg/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__m9_cef__2,AntibiotICA,m9_cef,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ceftriaxone(4.1mg/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__rpmi_cef__1,AntibiotICA,rpmi_cef,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,ceftriaxone(256ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__rpmi_cef__2,AntibiotICA,rpmi_cef,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,ceftriaxone(256ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__camhb_cef__1,AntibiotICA,camhb_cef,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,ceftriaxone(256ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__camhb_cef__2,AntibiotICA,camhb_cef,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,ceftriaxone(256ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__m9_cipro__1,AntibiotICA,m9_cipro,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ciprofloxacin(32ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__m9_cipro__2,AntibiotICA,m9_cipro,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,ciprofloxacin(32ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__rpmi_cipro__1,AntibiotICA,rpmi_cipro,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,ciprofloxacin(64ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__rpmi_cipro__2,AntibiotICA,rpmi_cipro,Escherichia coli K-12 MG1655,MG1655,Batch,No,RPMI+10%LB,37,7,,,O2,,ciprofloxacin(64ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__camhb_cipro__1,AntibiotICA,camhb_cipro,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,ciprofloxacin(16ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
abx_media__camhb_cipro__2,AntibiotICA,camhb_cipro,Escherichia coli K-12 MG1655,MG1655,Batch,No,CAMHB,37,7,,,O2,,ciprofloxacin(16ug/mL),,,,,2,doi.org/10.1128/mSphere.00443-21,7/8/2019,2
hot_tale__42c_ale3_30c__1,HOT ALE,42c_ale3_30c,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.61943,Clonal,,2,,9/27/2018,2
hot_tale__42c_ale3_30c__2,HOT ALE,42c_ale3_30c,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.610159,Clonal,,2,,9/27/2018,2
hot_tale__42c_ale3_37c__1,HOT ALE,42c_ale3_37c,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.957325,Clonal,,2,,9/27/2018,2
hot_tale__42c_ale3_37c__2,HOT ALE,42c_ale3_37c,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.958287,Clonal,,2,,9/27/2018,2
hot_tale__42c_ale3_44c__1,HOT ALE,42c_ale3_44c,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.558411,Clonal,,2,,10/17/2018,2
hot_tale__42c_ale3_44c__2,HOT ALE,42c_ale3_44c,Escherichia coli 42C.3.120.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.571729,Clonal,,2,,10/17/2018,2
hot_tale__hot_ale3_mid_30c__1,HOT ALE,hot_ale3_mid_30c,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.43315,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_mid_30c__2,HOT ALE,hot_ale3_mid_30c,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.423586,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_mid_37c__1,HOT ALE,hot_ale3_mid_37c,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.846304,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_mid_37c__2,HOT ALE,hot_ale3_mid_37c,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.833011,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_mid_44c__1,HOT ALE,hot_ale3_mid_44c,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.66749,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_mid_44c__2,HOT ALE,hot_ale3_mid_44c,Escherichia coli HOT_mutL.3.181.1,MG1655,Batch,Midpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.686846,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_30c__1,HOT ALE,hot_ale3_30c,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.395072,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_30c__2,HOT ALE,hot_ale3_30c,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.405645,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_37c__1,HOT ALE,hot_ale3_37c,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.847425,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_37c__2,HOT ALE,hot_ale3_37c,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.818568,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_44c__1,HOT ALE,hot_ale3_44c,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.694697,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale3_44c__2,HOT ALE,hot_ale3_44c,Escherichia coli HOT_mutL.3.228.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.686675,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale4_30c__1,HOT ALE,hot_ale4_30c,Escherichia coli HOT_mutL.4.244.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.673874,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale4_30c__2,HOT ALE,hot_ale4_30c,Escherichia coli HOT_mutL.4.244.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.67467,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale4_37c__1,HOT ALE,hot_ale4_37c,Escherichia coli HOT_mutL.4.244.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.983847,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale4_37c__2,HOT ALE,hot_ale4_37c,Escherichia coli HOT_mutL.4.244.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.989487,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale4_44c__1,HOT ALE,hot_ale4_44c,Escherichia coli HOT_mutL.4.244.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.82624,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale4_44c__2,HOT ALE,hot_ale4_44c,Escherichia coli HOT_mutL.4.244.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.798433,Clonal,,2,,11/27/2018,2
hot_tale__hot_ale8_30c__1,HOT ALE,hot_ale8_30c,Escherichia coli HOT_mutL.8.232.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.596872,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale8_30c__2,HOT ALE,hot_ale8_30c,Escherichia coli HOT_mutL.8.232.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.596703,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale8_37c__1,HOT ALE,hot_ale8_37c,Escherichia coli HOT_mutL.8.232.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.980013,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale8_37c__2,HOT ALE,hot_ale8_37c,Escherichia coli HOT_mutL.8.232.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.9666,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale8_44c__1,HOT ALE,hot_ale8_44c,Escherichia coli HOT_mutL.8.232.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.784021,Clonal,,2,,11/27/2018,2
hot_tale__hot_ale8_44c__2,HOT ALE,hot_ale8_44c,Escherichia coli HOT_mutL.8.232.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.734168,Clonal,,2,,11/27/2018,2
hot_tale__hot_ale9_mid_30c__1,HOT ALE,hot_ale9_mid_30c,Escherichia coli HOT_mutL.9.200.1,MG1655,Batch,Midpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.563889,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale9_mid_30c__2,HOT ALE,hot_ale9_mid_30c,Escherichia coli HOT_mutL.9.200.1,MG1655,Batch,Midpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.574422,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale9_30c__1,HOT ALE,hot_ale9_30c,Escherichia coli HOT_mutL.9.255.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.655026,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale9_30c__2,HOT ALE,hot_ale9_30c,Escherichia coli HOT_mutL.9.255.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.647816,Clonal,,2,,11/27/2018,2
hot_tale__hot_ale9_mid_37c__1,HOT ALE,hot_ale9_mid_37c,Escherichia coli HOT_mutL.9.200.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.98485,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale9_mid_37c__2,HOT ALE,hot_ale9_mid_37c,Escherichia coli HOT_mutL.9.200.1,MG1655,Batch,Midpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,1.00164,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale9_37c__1,HOT ALE,hot_ale9_37c,Escherichia coli HOT_mutL.9.255.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.984553,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale9_37c__2,HOT ALE,hot_ale9_37c,Escherichia coli HOT_mutL.9.255.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.991579,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale9_mid_44c__1,HOT ALE,hot_ale9_mid_44c,Escherichia coli HOT_mutL.9.200.1,MG1655,Batch,Midpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.782586,Clonal,,2,,10/17/2018,2
hot_tale__hot_ale9_mid_44c__2,HOT ALE,hot_ale9_mid_44c,Escherichia coli HOT_mutL.9.200.1,MG1655,Batch,Midpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.722815,Clonal,,2,,10/17/2018,2
hot_tale__hot_ale9_44c__1,HOT ALE,hot_ale9_44c,Escherichia coli HOT_mutL.9.255.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.818413,Clonal,,2,,10/17/2018,2
hot_tale__hot_ale9_44c__2,HOT ALE,hot_ale9_44c,Escherichia coli HOT_mutL.9.255.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.815102,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale10_30c__1,HOT ALE,hot_ale10_30c,Escherichia coli HOT_mutL.10.210.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.490509,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale10_30c__2,HOT ALE,hot_ale10_30c,Escherichia coli HOT_mutL.10.210.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.495412,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale10_37c__1,HOT ALE,hot_ale10_37c,Escherichia coli HOT_mutL.10.210.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.859689,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale10_37c__2,HOT ALE,hot_ale10_37c,Escherichia coli HOT_mutL.10.210.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.859424,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale10_44c__1,HOT ALE,hot_ale10_44c,Escherichia coli HOT_mutL.10.210.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.594501,Clonal,,2,,11/27/2018,2
hot_tale__hot_ale10_44c__2,HOT ALE,hot_ale10_44c,Escherichia coli HOT_mutL.10.210.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.606063,Clonal,,2,,11/27/2018,2
hot_tale__hot_ale16_30c__1,HOT ALE,hot_ale16_30c,Escherichia coli HOT_mutL.16.258.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.549663,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale16_30c__2,HOT ALE,hot_ale16_30c,Escherichia coli HOT_mutL.16.258.1,MG1655,Batch,Endpoint,M9,30,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.573156,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale16_37c__1,HOT ALE,hot_ale16_37c,Escherichia coli HOT_mutL.16.258.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.979732,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale16_37c__2,HOT ALE,hot_ale16_37c,Escherichia coli HOT_mutL.16.258.1,MG1655,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.962877,Clonal,,2,,9/27/2018,2
hot_tale__hot_ale16_44c__1,HOT ALE,hot_ale16_44c,Escherichia coli HOT_mutL.16.258.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.907452,Clonal,,2,,11/27/2018,2
hot_tale__hot_ale16_44c__2,HOT ALE,hot_ale16_44c,Escherichia coli HOT_mutL.16.258.1,MG1655,Batch,Endpoint,M9,44,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.887378,Clonal,,2,,11/27/2018,2
pdhr_ale__pdhR-13_51__1,pdhR-ALE,pdhR-13_51,Escherichia coli EEP_pdhR-13.51.1.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.9,Clonal,,2,doi.org/10.1016/j.celrep.2021.108961,11/6/2019,2
pdhr_ale__pdhR-13_51__2,pdhR-ALE,pdhR-13_51,Escherichia coli EEP_pdhR-13.51.1.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.9,Clonal,,2,doi.org/10.1016/j.celrep.2021.108961,11/6/2019,2
pdhr_ale__pdhR-14_46__1,pdhR-ALE,pdhR-14_46,Escherichia coli EEP_pdhR-14.46.1.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.9,Clonal,,2,doi.org/10.1016/j.celrep.2021.108961,11/6/2019,2
pdhr_ale__pdhR-14_46__2,pdhR-ALE,pdhR-14_46,Escherichia coli EEP_pdhR-14.46.1.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.9,Clonal,,2,doi.org/10.1016/j.celrep.2021.108961,11/6/2019,2
pdhr_ale__pdhR-15_51__1,pdhR-ALE,pdhR-15_51,Escherichia coli EEP_pdhR-15.51.1.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.95,Clonal,,2,doi.org/10.1016/j.celrep.2021.108961,11/6/2019,2
pdhr_ale__pdhR-15_51__2,pdhR-ALE,pdhR-15_51,Escherichia coli EEP_pdhR-15.51.1.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.95,Clonal,,2,doi.org/10.1016/j.celrep.2021.108961,11/6/2019,2
pdhr_ale__pdhR-16_49__1,pdhR-ALE,pdhR-16_49,Escherichia coli EEP_pdhR-16.49.1.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.95,Clonal,,2,doi.org/10.1016/j.celrep.2021.108961,11/6/2019,2
pdhr_ale__pdhR-16_49__2,pdhR-ALE,pdhR-16_49,Escherichia coli EEP_pdhR-16.49.1.1,GMOS,Batch,Endpoint,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,0.95,Clonal,,2,doi.org/10.1016/j.celrep.2021.108961,11/6/2019,2
tcs__del_atoC_LiAcet__1,Two Component Systems,del_atoC_LiAcet,Escherichia coli K-12 MG1655 del_atoC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,Acetoacetate/LiCl(10mM),,,,,2,,9/20/2019,2
tcs__del_atoC_LiAcet__2,Two Component Systems,del_atoC_LiAcet,Escherichia coli K-12 MG1655 del_atoC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,Acetoacetate/LiCl(10mM),,,,,2,,9/20/2019,2
tcs__del_atoC_LiCl__1,Two Component Systems,del_atoC_LiCl,Escherichia coli K-12 MG1655 del_atoC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,LiCl(10mM),,,,,2,,9/20/2019,2
tcs__del_atoC_LiCl__2,Two Component Systems,del_atoC_LiCl,Escherichia coli K-12 MG1655 del_atoC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,LiCl(10mM),,,,,2,,9/20/2019,2
tcs__del_atoC_m9__1,Two Component Systems,del_atoC_m9,Escherichia coli K-12 MG1655 del_atoC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,2,,9/20/2019,2
tcs__del_atoC_m9__2,Two Component Systems,del_atoC_m9,Escherichia coli K-12 MG1655 del_atoC,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,2,,9/20/2019,2
tcs__del_baeR_etoh__1,Two Component Systems,del_baeR_etoh,Escherichia coli K-12 MG1655 del_baeR,MG1655,Batch,No,LB,37,7,,,O2,,Ethanol(5%w/v),,,,,2,doi.org/10.1128/mSystems.00980-20,6/27/2019,2
tcs__del_baeR_etoh__2,Two Component Systems,del_baeR_etoh,Escherichia coli K-12 MG1655 del_baeR,MG1655,Batch,No,LB,37,7,,,O2,,Ethanol(5%w/v),,,,,2,doi.org/10.1128/mSystems.00980-20,6/27/2019,2
tcs__del_baeR_lb__1,Two Component Systems,del_baeR_lb,Escherichia coli K-12 MG1655 del_baeR,MG1655,Batch,No,LB,37,7,,,O2,,,,,,,2,doi.org/10.1128/mSystems.00980-20,6/27/2019,2
tcs__del_baeR_lb__2,Two Component Systems,del_baeR_lb,Escherichia coli K-12 MG1655 del_baeR,MG1655,Batch,No,LB,37,7,,,O2,,,,,,,2,doi.org/10.1128/mSystems.00980-20,6/27/2019,2
tcs__del_btsR_01xlb__1,Two Component Systems,del_btsR_01xlb,Escherichia coli K-12 MG1655 del_btsR,MG1655,Batch,No,01xLB,37,7,,,O2,,,,,,,2,,6/27/2019,2
tcs__del_btsR_01xlb__2,Two Component Systems,del_btsR_01xlb,Escherichia coli K-12 MG1655 del_btsR,MG1655,Batch,No,01xLB,37,7,,,O2,,,,,,,2,,6/27/2019,2
tcs__del_btsR_lb__1,Two Component Systems,del_btsR_lb,Escherichia coli K-12 MG1655 del_btsR,MG1655,Batch,No,LB,37,7,,,O2,,,,,,,2,,6/27/2019,2
tcs__del_btsR_lb__2,Two Component Systems,del_btsR_lb,Escherichia coli K-12 MG1655 del_btsR,MG1655,Batch,No,LB,37,7,,,O2,,,,,,,2,,6/27/2019,2
tcs__del_btsR_pyruvate__1,Two Component Systems,del_btsR_pyruvate,Escherichia coli K-12 MG1655 del_btsR,MG1655,Batch,No,01xLB,37,7,,,O2,,Pyruvate(100uM),,,,,2,,6/27/2019,2
tcs__del_btsR_pyruvate__2,Two Component Systems,del_btsR_pyruvate,Escherichia coli K-12 MG1655 del_btsR,MG1655,Batch,No,01xLB,37,7,,,O2,,Pyruvate(100uM),,,,,2,,6/27/2019,2
